date,strategy_cum_log_ret,buy_hold_cum_log_ret_nq,strategy_points_gained,buy_hold_points_gained,strategy_dollar_gains,buy_hold_dollar_gains
2024-01-12,0.1667375096885730,0.27408677,2154.87,3542.23,$43097.48,$70844.58
2024-01-16,0.1671762835958360,0.27383965,2160.54,3539.04,$43210.89,$70780.70
2024-01-17,0.1671762835958360,0.2680566,2160.54,3464.30,$43210.89,$69285.93
2024-01-18,0.1667263987019400,0.28199795,2154.73,3644.47,$43094.61,$72889.42
2024-01-19,0.1677642445847600,0.30103433,2168.14,3890.49,$43362.86,$77809.85
2024-01-22,0.1740563308567290,0.30206552,2249.46,3903.82,$44989.21,$78076.39
2024-01-23,0.1740563308567290,0.30594113,2249.46,3953.91,$44989.21,$79078.13
2024-01-24,0.1731144424202280,0.31128657,2237.29,4022.99,$44745.76,$80459.80
2024-01-25,0.1734349352564100,0.31202787,2241.43,4032.57,$44828.59,$80651.40
2024-01-26,0.1734349352564100,0.30591378,2241.43,3953.55,$44828.59,$79071.06
2024-01-29,0.1750671262716420,0.31593484,2262.52,4083.06,$45250.48,$81661.26
2024-01-30,0.1729062704698660,0.30898926,2234.60,3993.30,$44691.95,$79866.00
2024-01-31,0.1741783219058560,0.2894484,2251.04,3740.76,$45020.74,$74815.18
2024-02-01,0.1687875707302740,0.30090833,2181.37,3888.86,$43627.37,$77777.28
2024-02-02,0.1687875707302740,0.31714606,2181.37,4098.72,$43627.37,$81974.33
2024-02-05,0.1683279818480510,0.3153363,2175.43,4075.33,$43508.58,$81506.55
2024-02-06,0.1737684115159940,0.31335503,2245.74,4049.72,$44914.79,$80994.44
2024-02-07,0.1772811438149800,0.32333013,2291.14,4178.64,$45822.74,$83572.76
2024-02-08,0.1772811438149800,0.32466978,2291.14,4195.95,$45822.74,$83919.02
2024-02-09,0.1793178404141140,0.3342046,2317.46,4319.18,$46349.18,$86383.53
2024-02-12,0.1735248415707250,0.33006626,2242.59,4265.69,$44851.83,$85313.88
2024-02-13,0.1709078557560130,0.31440118,2208.77,4063.24,$44175.41,$81264.85
2024-02-14,0.1709078557560130,0.32487622,2208.77,4198.62,$44175.41,$83972.38
2024-02-15,0.1704673896620080,0.32734376,2203.08,4230.51,$44061.56,$84610.18
2024-02-16,0.1704673896620080,0.31810412,2203.08,4111.10,$44061.56,$82221.96
2024-02-20,0.1704673896620080,0.31060025,2203.08,4014.12,$44061.56,$80282.40
2024-02-21,0.1704673896620080,0.30634904,2203.08,3959.18,$44061.56,$79183.57
2024-02-22,0.1704673896620080,0.33451864,2203.08,4323.24,$44061.56,$86464.71
2024-02-23,0.1704673896620080,0.331329,2203.08,4282.01,$44061.56,$85640.26
2024-02-26,0.1704673896620080,0.33083495,2203.08,4275.63,$44061.56,$85512.56
2024-02-27,0.1704673896620080,0.33302805,2203.08,4303.97,$44061.56,$86079.43
2024-02-28,0.1704673896620080,0.32753676,2203.08,4233.00,$44061.56,$84660.06
2024-02-29,0.1704673896620080,0.3357623,2203.08,4339.31,$44061.56,$86786.16
2024-03-01,0.1704673896620080,0.35026488,2203.08,4526.74,$44061.56,$90534.71
2024-03-04,0.1704673896620080,0.34613875,2203.08,4473.41,$44061.56,$89468.21
2024-03-05,0.1704673896620080,0.32830748,2203.08,4242.96,$44061.56,$84859.28
2024-03-06,0.1704673896620080,0.33450583,2203.08,4323.07,$44061.56,$86461.39
2024-03-07,0.1704673896620080,0.34924242,2203.08,4513.52,$44061.56,$90270.43
2024-03-08,0.1691166334721860,0.33464274,2185.62,4324.84,$43712.42,$86496.78
2024-03-11,0.1691166334721860,0.33054772,2185.62,4271.92,$43712.42,$85438.32
2024-03-12,0.1753507985240500,0.34469303,2266.19,4454.73,$45323.80,$89094.53
2024-03-13,0.1768064334428350,0.33678675,2285.00,4352.55,$45700.04,$87050.96
2024-03-14,0.1808340860552560,0.3339598,2337.05,4316.01,$46741.09,$86320.26
2024-03-15,0.1818972887303970,0.32185084,2350.80,4159.52,$47015.90,$83190.40
2024-03-18,0.1818972887303970,0.33127558,2350.80,4281.32,$47015.90,$85626.46
2024-03-19,0.1815549670536710,0.3334946,2346.37,4310.00,$46927.42,$86200.02
2024-03-20,0.1814860725899050,0.34516674,2345.48,4460.85,$46909.61,$89216.97
2024-03-21,0.1908820947755880,0.34917527,2466.91,4512.65,$49338.25,$90253.08
2024-03-22,0.1908820947755880,0.34988856,2466.91,4521.87,$49338.25,$90437.45
2024-03-25,0.1908820947755880,0.34651813,2466.91,4478.31,$49338.25,$89566.27
2024-03-26,0.1908820947755880,0.3433117,2466.91,4436.87,$49338.25,$88737.49
2024-03-27,0.1887176519558120,0.34636962,2438.94,4476.39,$48778.80,$89527.89
2024-03-28,0.1871629680572370,0.34400293,2418.85,4445.81,$48376.95,$88916.16
2024-04-01,0.1871629680572370,0.3457481,2418.85,4468.36,$48376.95,$89367.24
2024-04-02,0.1871629680572370,0.3368007,2418.85,4352.73,$48376.95,$87054.56
2024-04-03,0.1871629680572370,0.33899462,2418.85,4381.08,$48376.95,$87621.63
2024-04-04,0.2058669842554080,0.32276398,2660.57,4171.32,$53211.47,$83426.42
2024-04-05,0.2029115082004860,0.33475226,2622.38,4326.25,$52447.55,$86525.09
2024-04-08,0.2029115082004860,0.33498484,2622.38,4329.26,$52447.55,$86585.21
2024-04-09,0.2029115082004860,0.33853132,2622.38,4375.09,$52447.55,$87501.88
2024-04-10,0.2000459784649140,0.32920304,2585.34,4254.54,$51706.88,$85090.76
2024-04-11,0.2000459784649140,0.34503263,2585.34,4459.12,$51706.88,$89182.31
2024-04-12,0.2002541400906920,0.3285852,2588.03,4246.55,$51760.69,$84931.06
2024-04-15,0.2138323334984310,0.3117086,2763.52,4028.44,$55270.31,$80568.88
2024-04-16,0.2141822576340930,0.31172273,2768.04,4028.63,$55360.76,$80572.53
2024-04-17,0.2141822576340930,0.29921246,2768.04,3866.95,$55360.76,$77338.94
2024-04-18,0.2134408122910830,0.29300505,2758.46,3786.72,$55169.11,$75734.48
2024-04-19,0.2286648756953580,0.272084,2955.21,3516.35,$59104.15,$70326.91
2024-04-22,0.2318022750141610,0.2818572,2995.75,3642.65,$59915.09,$72853.04
2024-04-23,0.228501880755175,0.29654673,2953.10,3832.50,$59062.02,$76649.92
2024-04-24,0.228501880755175,0.2994391,2953.10,3869.88,$59062.02,$77397.52
2024-04-25,0.2375951052426900,0.29427257,3070.62,3803.11,$61412.39,$76062.10
2024-04-26,0.2322242459804330,0.30963767,3001.21,4001.68,$60024.16,$80033.60
2024-04-29,0.2322242459804330,0.31331664,3001.21,4049.23,$60024.16,$80984.52
2024-04-30,0.2359323226437480,0.29408807,3049.13,3800.72,$60982.61,$76014.41
2024-05-01,0.2495125787963840,0.28651595,3224.64,3702.86,$64492.76,$74057.21
2024-05-02,0.2473612179301200,0.29887354,3196.83,3862.57,$63936.69,$77251.34
2024-05-03,0.2473612179301200,0.31869197,3196.83,4118.70,$63936.69,$82373.91
2024-05-06,0.2473612179301200,0.32950777,3196.83,4258.48,$63936.69,$85169.52
2024-05-07,0.2473612179301200,0.32948047,3196.83,4258.12,$63936.69,$85162.46
2024-05-08,0.2473612179301200,0.32872516,3196.83,4248.36,$63936.69,$84967.24
2024-05-09,0.2473612179301200,0.33052453,3196.83,4271.62,$63936.69,$85432.33
2024-05-10,0.2473612179301200,0.33262226,3196.83,4298.73,$63936.69,$85974.54
2024-05-13,0.2473612179301200,0.33490688,3196.83,4328.25,$63936.69,$86565.06
2024-05-14,0.2473612179301200,0.3412137,3196.83,4409.76,$63936.69,$88195.21
2024-05-15,0.2565517514713070,0.3563737,3315.61,4605.68,$66312.21,$92113.69
2024-05-16,0.2565517514713070,0.3541374,3315.61,4576.78,$66312.21,$91535.66
2024-05-17,0.2551845359930670,0.35346702,3297.94,4568.12,$65958.82,$91362.39
2024-05-20,0.2551845359930670,0.36029744,3297.94,4656.39,$65958.82,$93127.88
2024-05-21,0.2551845359930670,0.3621342,3297.94,4680.13,$65958.82,$93602.64
2024-05-22,0.2509771609193190,0.3617621,3243.57,4675.32,$64871.32,$93506.46
2024-05-23,0.2587104730728240,0.3565877,3343.51,4608.45,$66870.19,$92169.01
2024-05-24,0.2587104730728240,0.36603653,3343.51,4730.56,$66870.19,$94611.29
2024-05-28,0.259968532412131,0.36967266,3359.77,4777.56,$67195.37,$95551.14
2024-05-29,0.259968532412131,0.36269373,3359.77,4687.36,$67195.37,$93747.26
2024-05-30,0.259968532412131,0.3516151,3359.77,4544.19,$67195.37,$90883.71
2024-05-31,0.2791791599775020,0.35133305,3608.04,4540.54,$72160.83,$90810.81
2024-06-03,0.2778270934686590,0.3542324,3590.57,4578.01,$71811.36,$91560.22
2024-06-04,0.2778270934686590,0.35685602,3590.57,4611.92,$71811.36,$92238.36
2024-06-05,0.279512706274545,0.37673557,3612.35,4868.84,$72247.05,$97376.73
2024-06-06,0.279512706274545,0.3755426,3612.35,4853.42,$72247.05,$97068.37
